URN,LA,Estab,SCHOOLTYPE,NOR,NORG,NORB,PNORG,PNORB,TSENELSE,PSENELSE,TSENELK,PSENELK,NUMEAL,NUMENGFL,NUMUNCFL,PNUMEAL,PNUMENGFL,PNUMUNCLF,NUMFSM,NUMFSMEVER,NORFSMEVER,PNUMFSMEVER
131100,919,1108,State-funded AP school,6,2,4,33.33%,66.67%,0,0.00%,5,83.33%,0,6,0,0.00%,100.00%,0,3,3,6,50.00%
131319,919,7047,State-funded special school,60,3,57,5.00%,95.00%,59,98.33%,1,1.67%,1,59,0,1.70%,98.30%,0,39,42,60,70.00%
131456,919,5213,State-funded primary,187,101,86,54.01%,45.99%,6,3.21%,25,13.37%,6,181,0,3.20%,96.80%,0,4,4,187,2.14%
131505,919,2005,State-funded primary,204,106,98,51.96%,48.04%,13,6.37%,41,20.10%,42,162,0,20.60%,79.40%,0,63,64,184,34.78%
132091,919,2008,State-funded primary,412,203,209,49.27%,50.73%,12,2.91%,58,14.08%,81,331,0,19.70%,80.30%,0,76,79,385,20.52%
132105,919,2007,State-funded primary,205,84,121,40.98%,59.02%,13,6.34%,48,23.41%,83,122,0,40.50%,59.50%,0,69,70,205,34.15%
133323,919,2026,State-funded primary,202,86,116,42.57%,57.43%,5,2.48%,69,34.16%,32,170,0,15.80%,84.20%,0,85,85,179,47.49%
133488,919,2027,State-funded primary,422,217,205,51.42%,48.58%,15,3.55%,84,19.91%,42,380,0,10.00%,90.00%,0,115,115,386,29.79%
133773,919,3978,State-funded primary,381,190,191,49.87%,50.13%,17,4.46%,53,13.91%,71,309,1,18.60%,81.10%,0.003,94,94,381,24.67%
133975,919,1028,State-funded nursery,71,37,34,52.11%,47.89%,3,4.23%,10,14.08%,14,57,0,19.70%,80.30%,0,0,NA,NA,0.00%
134087,919,6243,Independent school,75,42,33,56.00%,44.00%,22,29.33%,34,45.33%,,,,,,,,NA,NA,0.00%
135083,919,3983,State-funded primary,206,108,98,52.43%,47.57%,7,3.40%,38,18.45%,51,154,1,24.80%,74.80%,0.005,61,64,188,34.04%
135084,919,3984,State-funded primary,227,97,130,42.73%,57.27%,4,1.76%,27,11.89%,17,210,0,7.50%,92.50%,0,48,49,201,24.38%
135221,919,3987,State-funded primary,210,105,105,50.00%,50.00%,15,7.14%,38,18.10%,71,139,0,33.80%,66.20%,0,58,58,199,29.15%
135222,919,3988,State-funded primary,347,171,176,49.28%,50.72%,12,3.46%,44,12.68%,139,208,0,40.10%,59.90%,0,139,141,338,41.72%
135223,919,3989,State-funded primary,430,215,215,50.00%,50.00%,17,3.95%,46,10.70%,194,236,0,45.10%,54.90%,0,109,110,406,27.09%
135224,919,3990,State-funded primary,432,216,216,50.00%,50.00%,10,2.31%,97,22.45%,91,341,0,21.10%,78.90%,0,131,132,404,32.67%
135528,919,3992,State-funded primary,409,190,219,46.45%,53.55%,6,1.47%,48,11.74%,63,346,0,15.40%,84.60%,0,30,30,380,7.89%
135596,919,6261,Independent school,59,30,29,50.85%,49.15%,0,0.00%,0,0.00%,,,,,,,,NA,NA,0.00%
135876,919,6905,State-funded secondary,1018,502,516,49.31%,50.69%,26,2.55%,131,12.87%,191,826,1,18.80%,81.10%,0.001,330,335,955,35.08%
135890,919,1109,State-funded AP school,29,9,20,31.03%,68.97%,1,3.45%,16,55.17%,3,26,0,10.30%,89.70%,0,20,22,29,75.86%
136276,919,5401,State-funded secondary,1610,0,1610,0.00%,100.00%,60,3.73%,109,6.77%,351,1253,6,21.80%,77.80%,0.004,85,82,1121,7.31%
136289,919,5403,State-funded secondary,1429,1429,0,100.00%,0.00%,13,0.91%,56,3.92%,445,969,15,31.10%,67.80%,0.01,90,75,1045,7.18%
136396,919,4101,State-funded secondary,1415,715,700,50.53%,49.47%,25,1.77%,111,7.84%,216,1199,0,15.30%,84.70%,0,148,156,1148,13.59%
136482,919,5427,State-funded secondary,926,437,489,47.19%,52.81%,69,7.45%,134,14.47%,85,841,0,9.20%,90.80%,0,35,35,671,5.22%
136554,919,5407,State-funded secondary,1468,738,730,50.27%,49.73%,44,3.00%,146,9.95%,110,1354,4,7.50%,92.20%,0.003,51,49,1010,4.85%
136606,919,5400,State-funded secondary,1550,780,770,50.32%,49.68%,23,1.48%,156,10.06%,518,1025,7,33.40%,66.10%,0.005,88,90,1244,7.23%
136608,919,4016,State-funded secondary,1414,701,713,49.58%,50.42%,37,2.62%,205,14.50%,89,1268,57,6.30%,89.70%,0.04,227,214,1034,20.70%
136609,919,4197,State-funded secondary,1817,840,977,46.23%,53.77%,31,1.71%,130,7.15%,243,1565,9,13.40%,86.10%,0.005,113,101,1206,8.37%
136857,919,2003,State-funded primary,412,192,220,46.60%,53.40%,5,1.21%,32,7.77%,32,380,0,7.80%,92.20%,0,35,36,380,9.47%
136877,919,5410,State-funded secondary,1660,824,836,49.64%,50.36%,30,1.81%,272,16.39%,297,1348,15,17.90%,81.20%,0.009,161,154,1350,11.41%
136899,919,5404,State-funded secondary,1464,694,770,47.40%,52.60%,36,2.46%,122,8.33%,329,1133,2,22.50%,77.40%,0.001,94,99,1073,9.23%
136901,919,5421,State-funded secondary,1592,769,823,48.30%,51.70%,29,1.82%,194,12.19%,198,1343,51,12.40%,84.40%,0.032,74,64,1200,5.33%
136922,919,4802,State-funded secondary,1042,484,558,46.45%,53.55%,44,4.22%,81,7.77%,26,1014,2,2.50%,97.30%,0.002,52,52,804,6.47%
136973,919,4070,State-funded secondary,1437,675,762,46.97%,53.03%,26,1.81%,50,3.48%,119,1317,1,8.30%,91.60%,0.001,88,78,1007,7.75%
137002,919,4141,State-funded secondary,1022,481,541,47.06%,52.94%,27,2.64%,150,14.68%,29,991,2,2.80%,97.00%,0.002,101,96,791,12.14%
137038,919,4011,State-funded secondary,984,24,960,2.44%,97.56%,14,1.42%,156,15.85%,176,779,29,17.90%,79.20%,0.029,125,117,774,15.12%
137090,919,4498,State-funded secondary,1515,687,828,45.35%,54.65%,60,3.96%,215,14.19%,77,1435,3,5.10%,94.70%,0.002,233,226,1222,18.49%
137110,919,4080,State-funded secondary,1443,736,707,51.00%,49.00%,85,5.89%,349,24.19%,190,1248,5,13.20%,86.50%,0.003,336,336,1205,27.88%
137156,919,5416,State-funded secondary,1471,747,724,50.78%,49.22%,35,2.38%,187,12.71%,139,1330,2,9.40%,90.40%,0.001,142,161,1195,13.47%
137224,919,5411,State-funded secondary,489,227,262,46.42%,53.58%,18,3.68%,96,19.63%,68,421,0,13.90%,86.10%,0,136,135,440,30.68%
137238,919,2337,State-funded primary,344,161,183,46.80%,53.20%,13,3.78%,34,9.88%,110,234,0,32.00%,68.00%,0,95,103,331,31.12%
137270,919,4028,State-funded secondary,1356,625,731,46.09%,53.91%,20,1.47%,172,12.68%,165,1181,10,12.20%,87.10%,0.007,104,93,1013,9.18%
137288,919,4009,State-funded secondary,1356,1356,0,100.00%,0.00%,21,1.55%,166,12.24%,198,1135,23,14.60%,83.70%,0.017,97,88,1050,8.38%
137339,919,4083,State-funded secondary,1428,1428,0,100.00%,0.00%,7,0.49%,186,13.03%,313,1112,3,21.90%,77.90%,0.002,140,141,1189,11.86%
137351,919,3986,State-funded primary,443,211,232,47.63%,52.37%,17,3.84%,31,7.00%,66,377,0,14.90%,85.10%,0,35,36,409,8.80%
137532,919,5415,State-funded secondary,1606,821,785,51.12%,48.88%,29,1.81%,136,8.47%,342,1263,1,21.30%,78.60%,0.001,285,226,1206,18.74%
137637,919,4200,State-funded secondary,1454,665,789,45.74%,54.26%,48,3.30%,140,9.63%,183,1270,1,12.60%,87.30%,0.001,212,244,1217,20.05%
137656,919,4140,State-funded secondary,939,459,480,48.88%,51.12%,24,2.56%,126,13.42%,61,878,0,6.50%,93.50%,0,184,197,939,20.98%
137757,919,4099,State-funded secondary,942,936,6,99.36%,0.64%,20,2.12%,80,8.49%,223,718,1,23.70%,76.20%,0.001,165,144,766,18.80%
137847,919,4014,State-funded secondary,1261,595,666,47.18%,52.82%,45,3.57%,171,13.56%,225,1035,1,17.80%,82.10%,0.001,210,219,1093,20.04%
137861,919,5208,State-funded primary,327,153,174,46.79%,53.21%,11,3.36%,46,14.07%,123,204,0,37.60%,62.40%,0,93,97,291,33.33%
137872,919,5408,State-funded secondary,1236,554,682,44.82%,55.18%,106,8.58%,189,15.29%,225,909,102,18.20%,73.50%,0.083,218,225,977,23.03%
137895,919,5413,State-funded secondary,1605,774,831,48.22%,51.78%,52,3.24%,178,11.09%,423,1180,2,26.40%,73.50%,0.001,136,124,1206,10.28%
137914,919,5418,State-funded secondary,1199,583,616,48.62%,51.38%,22,1.83%,202,16.85%,213,975,11,17.80%,81.30%,0.009,95,108,1035,10.43%
137922,919,5417,State-funded secondary,1121,529,592,47.19%,52.81%,31,2.77%,113,10.08%,86,1035,0,7.70%,92.30%,0,144,142,907,15.66%
137938,919,5412,State-funded secondary,1097,438,659,39.93%,60.07%,40,3.65%,137,12.49%,355,741,1,32.40%,67.50%,0.001,127,110,908,12.11%
137943,919,2454,State-funded primary,452,229,223,50.66%,49.34%,11,2.43%,48,10.62%,71,381,0,15.70%,84.30%,0,48,48,421,11.40%
137985,919,4013,State-funded secondary,1166,1142,24,97.94%,2.06%,17,1.46%,57,4.89%,90,1075,1,7.70%,92.20%,0.001,98,98,893,10.97%
137997,919,7041,State-funded special school,126,26,100,20.63%,79.37%,126,100.00%,0,0.00%,15,111,0,11.90%,88.10%,0,48,53,126,42.06%
138042,919,5414,State-funded secondary,1335,624,711,46.74%,53.26%,32,2.40%,201,15.06%,116,1218,1,8.70%,91.20%,0.001,245,248,1111,22.32%
138106,919,4620,State-funded secondary,930,922,8,99.14%,0.86%,9,0.97%,130,13.98%,281,648,1,30.20%,69.70%,0.001,127,116,776,14.95%
138201,919,2004,State-funded primary,418,201,217,48.09%,51.91%,11,2.63%,76,18.18%,221,197,0,52.90%,47.10%,0,94,96,418,22.97%
138205,919,2093,State-funded primary,353,187,166,52.97%,47.03%,2,0.57%,55,15.58%,92,261,0,26.10%,73.90%,0,21,22,353,6.23%
138206,919,2094,State-funded primary,303,137,166,45.21%,54.79%,6,1.98%,25,8.25%,47,256,0,15.50%,84.50%,0,18,20,259,7.72%
138215,919,5206,State-funded primary,222,97,125,43.69%,56.31%,13,5.86%,22,9.91%,38,184,0,17.10%,82.90%,0,28,28,208,13.46%
138231,919,2028,State-funded primary,384,186,198,48.44%,51.56%,10,2.60%,63,16.41%,98,286,0,25.50%,74.50%,0,37,39,384,10.16%
138286,919,4043,State-funded secondary,1651,776,875,47.00%,53.00%,51,3.09%,220,13.33%,248,1399,4,15.00%,84.70%,0.002,82,61,1142,5.34%
138288,919,5211,State-funded primary,258,128,130,49.61%,50.39%,5,1.94%,45,17.44%,80,178,0,31.00%,69.00%,0,31,31,258,12.02%
138292,919,5200,State-funded primary,236,105,131,44.49%,55.51%,10,4.24%,26,11.02%,57,179,0,24.20%,75.80%,0,15,16,209,7.66%
138316,919,3413,State-funded primary,165,84,81,50.91%,49.09%,6,3.64%,17,10.30%,31,134,0,18.80%,81.20%,0,22,23,165,13.94%
138322,919,3399,State-funded primary,166,96,70,57.83%,42.17%,5,3.01%,21,12.65%,57,109,0,34.30%,65.70%,0,31,32,166,19.28%
138352,919,4504,State-funded secondary,1584,826,758,52.15%,47.85%,42,2.65%,367,23.17%,42,1542,0,2.70%,97.30%,0,152,134,1199,11.18%
138354,919,3400,State-funded primary,222,114,108,51.35%,48.65%,4,1.80%,16,7.21%,58,164,0,26.10%,73.90%,0,8,8,209,3.83%
138356,919,4614,State-funded secondary,1362,688,674,50.51%,49.49%,26,1.91%,70,5.14%,267,1094,1,19.60%,80.30%,0.001,50,44,965,4.56%
138360,919,5423,State-funded secondary,982,507,475,51.63%,48.37%,25,2.55%,137,13.95%,303,654,25,30.90%,66.60%,0.025,279,305,811,37.61%
138389,919,2029,State-funded primary,171,78,93,45.61%,54.39%,8,4.68%,43,25.15%,32,139,0,18.70%,81.30%,0,73,73,158,46.20%
138484,919,4117,State-funded secondary,396,206,190,52.02%,47.98%,25,6.31%,93,23.48%,54,342,0,13.60%,86.40%,0,124,134,383,34.99%
138485,919,7007,State-funded special school,73,32,41,43.84%,56.16%,73,100.00%,0,0.00%,22,51,0,30.10%,69.90%,0,19,17,66,25.76%
138507,919,2035,State-funded primary,486,255,231,52.47%,47.53%,18,3.70%,65,13.37%,208,278,0,42.80%,57.20%,0,141,145,436,33.26%
138539,919,2009,State-funded primary,449,228,221,50.78%,49.22%,13,2.90%,46,10.24%,64,382,3,14.30%,85.10%,0.007,18,22,411,5.35%
138582,919,4003,State-funded secondary,1577,724,853,45.91%,54.09%,29,1.84%,194,12.30%,228,1343,6,14.50%,85.20%,0.004,275,268,1411,18.99%
138632,919,4118,State-funded secondary,1436,685,751,47.70%,52.30%,50,3.48%,192,13.37%,155,1253,28,10.80%,87.30%,0.019,229,237,1167,20.31%
138747,919,4001,State-funded secondary,1173,529,644,45.10%,54.90%,21,1.79%,129,11.00%,358,815,0,30.50%,69.50%,0,363,356,978,36.40%
139036,919,4096,State-funded secondary,1104,509,595,46.11%,53.89%,31,2.81%,178,16.12%,68,1036,0,6.20%,93.80%,0,138,143,935,15.29%
139154,919,4008,State-funded secondary,1357,0,1357,0.00%,100.00%,29,2.14%,225,16.58%,134,1222,1,9.90%,90.10%,0.001,94,83,1055,7.87%
139159,919,2099,State-funded primary,366,201,165,54.92%,45.08%,13,3.55%,74,20.22%,126,240,0,34.40%,65.60%,0,100,102,345,29.57%
139197,919,1106,State-funded AP school,10,2,8,20.00%,80.00%,0,0.00%,6,60.00%,1,9,0,10.00%,90.00%,0,6,7,10,70.00%
139416,919,4004,State-funded secondary,498,340,158,68.27%,31.73%,27,5.42%,47,9.44%,33,465,0,6.60%,93.40%,0,73,49,204,24.02%
139507,919,5201,State-funded primary,224,107,117,47.77%,52.23%,7,3.13%,34,15.18%,13,211,0,5.80%,94.20%,0,6,6,210,2.86%
139545,919,2001,State-funded primary,478,231,247,48.33%,51.67%,14,2.93%,73,15.27%,87,391,0,18.20%,81.80%,0,90,90,421,21.38%
139662,919,4007,State-funded secondary,753,371,382,49.27%,50.73%,40,5.31%,150,19.92%,129,624,0,17.10%,82.90%,0,145,142,648,21.91%
139873,919,4006,State-funded secondary,1209,69,1140,5.71%,94.29%,26,2.15%,110,9.10%,61,1147,1,5.00%,94.90%,0.001,90,86,891,9.65%
140037,919,4017,State-funded secondary,986,489,497,49.59%,50.41%,46,4.67%,163,16.53%,119,857,10,12.10%,86.90%,0.01,211,209,874,23.91%
140049,919,4111,State-funded secondary,1335,639,696,47.87%,52.13%,26,1.95%,151,11.31%,561,771,3,42.00%,57.80%,0.002,339,328,1178,27.84%
140238,919,3406,State-funded primary,208,97,111,46.63%,53.37%,6,2.88%,32,15.38%,98,110,0,47.10%,52.90%,0,33,34,208,16.35%
140249,919,4146,State-funded secondary,275,127,148,46.18%,53.82%,17,6.18%,39,14.18%,11,262,2,4.00%,95.30%,0.007,42,47,275,17.09%
140294,919,4067,State-funded secondary,1561,760,801,48.69%,51.31%,59,3.78%,161,10.31%,101,1459,1,6.50%,93.50%,0.001,153,144,1347,10.69%
140611,919,2038,State-funded primary,263,145,118,55.13%,44.87%,14,5.32%,41,15.59%,47,216,0,17.90%,82.10%,0,36,40,263,15.21%
140655,919,6053,Independent school,71,21,50,29.58%,70.42%,71,100.00%,0,0.00%,,,,,,,,NA,NA,0.00%
140707,919,2390,State-funded primary,180,98,82,54.44%,45.56%,2,1.11%,7,3.89%,45,135,0,25.00%,75.00%,0,4,4,180,2.22%
140708,919,2344,State-funded primary,256,112,144,43.75%,56.25%,7,2.73%,31,12.11%,37,219,0,14.50%,85.50%,0,1,2,256,0.78%
140786,919,5420,State-funded secondary,1450,1307,143,90.14%,9.86%,16,1.10%,103,7.10%,219,1231,0,15.10%,84.90%,0,78,53,939,5.64%
140954,919,2049,State-funded primary,334,154,180,46.11%,53.89%,11,3.29%,39,11.68%,160,174,0,47.90%,52.10%,0,48,50,334,14.97%
140955,919,2042,State-funded primary,410,208,202,50.73%,49.27%,10,2.44%,66,16.10%,73,337,0,17.80%,82.20%,0,90,90,410,21.95%
140956,919,2043,State-funded primary,383,184,199,48.04%,51.96%,7,1.83%,42,10.97%,178,205,0,46.50%,53.50%,0,87,87,383,22.72%
141251,919,7004,State-funded special school,209,62,147,29.67%,70.33%,209,100.00%,0,0.00%,11,198,0,5.30%,94.70%,0,97,102,209,48.80%
141851,919,3979,State-funded primary,456,219,237,48.03%,51.97%,11,2.41%,33,7.24%,131,325,0,28.70%,71.30%,0,50,51,420,12.14%
141898,919,5212,State-funded primary,215,106,109,49.30%,50.70%,10,4.65%,28,13.02%,32,182,1,14.90%,84.70%,0.005,41,45,215,20.93%
142051,919,4022,State-funded secondary,967,491,476,50.78%,49.22%,27,2.79%,91,9.41%,171,767,29,17.70%,79.30%,0.03,288,274,822,33.33%
142221,919,2051,State-funded primary,410,208,202,50.73%,49.27%,11,2.68%,40,9.76%,200,210,0,48.80%,51.20%,0,49,50,410,12.20%
142257,919,7014,State-funded special school,83,0,83,0.00%,100.00%,83,100.00%,0,0.00%,1,82,0,1.20%,98.80%,0,50,58,83,69.88%
142862,919,2054,State-funded primary,419,202,217,48.21%,51.79%,8,1.91%,64,15.27%,12,406,1,2.90%,96.90%,0.002,5,5,419,1.19%
143131,919,4024,State-funded secondary,792,378,414,47.73%,52.27%,52,6.57%,98,12.37%,66,725,1,8.30%,91.50%,0.001,176,172,698,24.64%
143409,919,2429,State-funded primary,298,150,148,50.34%,49.66%,10,3.36%,46,15.44%,31,267,0,10.40%,89.60%,0,51,52,298,17.45%
143410,919,2384,State-funded primary,410,181,229,44.15%,55.85%,27,6.59%,73,17.80%,28,382,0,6.80%,93.20%,0,53,54,410,13.17%
143603,919,2398,State-funded primary,468,235,233,50.21%,49.79%,15,3.21%,63,13.46%,315,153,0,67.30%,32.70%,0,69,74,407,18.18%
143604,919,7034,State-funded special school,117,16,101,13.68%,86.32%,107,91.45%,10,8.55%,1,116,0,0.90%,99.10%,0,68,75,117,64.10%
143648,919,2060,State-funded primary,214,116,98,54.21%,45.79%,8,3.74%,22,10.28%,37,176,1,17.30%,82.20%,0.005,14,14,214,6.54%
143785,919,2110,State-funded primary,674,333,341,49.41%,50.59%,25,3.71%,186,27.60%,189,484,1,28.00%,71.80%,0.001,239,241,610,39.51%
143786,919,2235,State-funded primary,496,239,257,48.19%,51.81%,17,3.43%,136,27.42%,97,399,0,19.60%,80.40%,0,109,113,406,27.83%
143856,919,2063,State-funded primary,311,152,159,48.87%,51.13%,9,2.89%,28,9.00%,83,228,0,26.70%,73.30%,0,78,80,287,27.87%
144402,919,4025,State-funded secondary,1082,575,507,53.14%,46.86%,54,4.99%,145,13.40%,282,800,0,26.10%,73.90%,0,147,139,898,15.48%
144419,919,2024,State-funded primary,452,230,222,50.88%,49.12%,22,4.87%,95,21.02%,90,362,0,19.90%,80.10%,0,100,100,417,23.98%
144623,919,4026,State-funded secondary,992,507,485,51.11%,48.89%,31,3.13%,153,15.42%,146,840,6,14.70%,84.70%,0.006,211,229,881,25.99%
144726,919,6008,Independent school,34,32,2,94.12%,5.88%,0,0.00%,0,0.00%,,,,,,,,NA,NA,0.00%
144903,919,2067,State-funded primary,241,115,126,47.72%,52.28%,10,4.15%,65,26.97%,33,208,0,13.70%,86.30%,0,86,91,241,37.76%
144904,919,2068,State-funded primary,196,100,96,51.02%,48.98%,3,1.53%,47,23.98%,13,183,0,6.60%,93.40%,0,61,71,196,36.22%
144905,919,2135,State-funded primary,272,133,139,48.90%,51.10%,27,9.93%,44,16.18%,116,156,0,42.60%,57.40%,0,59,60,218,27.52%
144906,919,2137,State-funded primary,396,206,190,52.02%,47.98%,19,4.80%,64,16.16%,218,178,0,55.10%,44.90%,0,113,116,366,31.69%
144907,919,3981,State-funded primary,238,116,122,48.74%,51.26%,9,3.78%,41,17.23%,77,161,0,32.40%,67.60%,0,51,52,209,24.88%
144908,919,2385,State-funded primary,274,135,139,49.27%,50.73%,3,1.09%,29,10.58%,93,181,0,33.90%,66.10%,0,24,24,274,8.76%
144909,919,3991,State-funded primary,430,200,230,46.51%,53.49%,20,4.65%,108,25.12%,111,319,0,25.80%,74.20%,0,120,120,414,28.99%
144959,919,2071,State-funded primary,113,51,62,45.13%,54.87%,14,12.39%,27,23.89%,11,102,0,9.70%,90.30%,0,36,39,100,39.00%
144960,919,2080,State-funded primary,447,229,218,51.23%,48.77%,17,3.80%,21,4.70%,55,392,0,12.30%,87.70%,0,27,27,420,6.43%
145255,919,2436,State-funded primary,454,206,248,45.37%,54.63%,7,1.54%,39,8.59%,16,437,1,3.50%,96.30%,0.002,32,32,422,7.58%
145256,919,2372,State-funded primary,190,111,79,58.42%,41.58%,3,1.58%,25,13.16%,35,155,0,18.40%,81.60%,0,13,15,175,8.57%
145257,919,2296,State-funded primary,177,84,93,47.46%,52.54%,9,5.08%,35,19.77%,45,132,0,25.40%,74.60%,0,78,78,161,48.45%
145297,919,5425,State-funded secondary,599,286,313,47.75%,52.25%,52,8.68%,131,21.87%,115,484,0,19.20%,80.80%,0,201,203,599,33.89%
145350,919,2020,State-funded primary,458,225,233,49.13%,50.87%,17,3.71%,67,14.63%,259,199,0,56.60%,43.40%,0,101,101,411,24.57%
145351,919,2156,State-funded primary,435,218,217,50.11%,49.89%,17,3.91%,75,17.24%,210,225,0,48.30%,51.70%,0,94,100,394,25.38%
145352,919,2115,State-funded primary,435,225,210,51.72%,48.28%,8,1.84%,52,11.95%,246,188,1,56.60%,43.20%,0.002,75,75,405,18.52%
145353,919,2432,State-funded primary,444,202,242,45.50%,54.50%,17,3.83%,69,15.54%,235,209,0,52.90%,47.10%,0,93,94,403,23.33%
145409,919,2081,State-funded primary,263,130,133,49.43%,50.57%,9,3.42%,40,15.21%,29,233,1,11.00%,88.60%,0.004,63,63,263,23.95%
145430,919,4032,State-funded secondary,817,397,420,48.59%,51.41%,23,2.82%,166,20.32%,116,698,3,14.20%,85.40%,0.004,272,263,770,34.16%
145487,919,2086,State-funded primary,169,84,85,49.70%,50.30%,16,9.47%,33,19.53%,21,148,0,12.40%,87.60%,0,59,68,155,43.87%
145890,919,4030,State-funded secondary,1017,452,565,44.44%,55.56%,52,5.11%,143,14.06%,72,945,0,7.10%,92.90%,0,147,154,932,16.52%
145962,919,6009,Independent school,16,16,0,100.00%,0.00%,10,62.50%,1,6.25%,,,,,,,,NA,NA,0.00%
145969,919,2444,State-funded primary,206,97,109,47.09%,52.91%,8,3.88%,34,16.50%,39,167,0,18.90%,81.10%,0,25,26,191,13.61%
146123,919,2130,State-funded primary,439,215,224,48.97%,51.03%,11,2.51%,30,6.83%,124,315,0,28.20%,71.80%,0,36,36,416,8.65%
146305,919,4031,State-funded secondary,929,441,488,47.47%,52.53%,37,3.98%,216,23.25%,84,835,10,9.00%,89.90%,0.011,284,267,821,32.52%
146359,919,2088,State-funded primary,87,44,43,50.57%,49.43%,6,6.90%,24,27.59%,10,77,0,11.50%,88.50%,0,48,49,83,59.04%
146440,919,4033,State-funded secondary,746,379,367,50.80%,49.20%,11,1.47%,112,15.01%,162,584,0,21.70%,78.30%,0,267,263,693,37.95%
146723,919,3037,State-funded primary,164,96,68,58.54%,41.46%,2,1.22%,14,8.54%,5,159,0,3.00%,97.00%,0,16,18,164,10.98%
146859,919,3398,State-funded primary,121,53,68,43.80%,56.20%,7,5.79%,23,19.01%,12,106,3,9.90%,87.60%,0.025,26,26,121,21.49%
146878,919,2206,State-funded primary,360,172,188,47.78%,52.22%,12,3.33%,27,7.50%,76,284,0,21.10%,78.90%,0,16,18,360,5.00%
146893,919,2311,State-funded primary,282,147,135,52.13%,47.87%,8,2.84%,10,3.55%,72,210,0,25.50%,74.50%,0,9,9,237,3.80%
146903,919,3985,State-funded primary,456,225,231,49.34%,50.66%,10,2.19%,33,7.24%,54,402,0,11.80%,88.20%,0,17,17,425,4.00%
146922,919,3410,State-funded primary,203,97,106,47.78%,52.22%,1,0.49%,30,14.78%,16,187,0,7.90%,92.10%,0,19,20,203,9.85%
147008,919,2089,State-funded primary,234,109,125,46.58%,53.42%,12,5.13%,55,23.50%,34,200,0,14.50%,85.50%,0,47,48,200,24.00%
147246,919,5419,State-funded secondary,1253,555,698,44.29%,55.71%,39,3.11%,158,12.61%,230,1023,0,18.40%,81.60%,0,204,186,1041,17.87%
147283,919,2092,State-funded primary,407,207,200,50.86%,49.14%,5,1.23%,18,4.42%,19,387,1,4.70%,95.10%,0.002,14,16,372,4.30%
147451,919,1112,State-funded AP school,15,4,11,26.67%,73.33%,0,0.00%,13,86.67%,0,15,0,0.00%,100.00%,0,7,8,15,53.33%
147535,919,4035,State-funded secondary,807,335,472,41.51%,58.49%,29,3.59%,109,13.51%,279,521,7,34.60%,64.60%,0.009,246,264,744,35.48%
147679,919,7003,State-funded special school,70,0,70,0.00%,100.00%,69,98.57%,1,1.43%,0,65,5,0.00%,92.90%,0.071,47,49,70,70.00%
147785,919,4036,State-funded secondary,934,471,463,50.43%,49.57%,23,2.46%,102,10.92%,249,684,1,26.70%,73.20%,0.001,244,265,840,31.55%
147818,919,3003,State-funded primary,183,87,96,47.54%,52.46%,4,2.19%,17,9.29%,29,154,0,15.80%,84.20%,0,17,17,157,10.83%
147834,919,2097,State-funded primary,255,120,135,47.06%,52.94%,8,3.14%,39,15.29%,62,192,1,24.30%,75.30%,0.004,30,51,221,23.08%
147879,919,2401,State-funded primary,229,108,121,47.16%,52.84%,7,3.06%,36,15.72%,20,209,0,8.70%,91.30%,0,30,33,207,15.94%
148040,919,2112,State-funded primary,444,227,217,51.13%,48.87%,8,1.80%,67,15.09%,198,245,1,44.60%,55.20%,0.002,150,153,417,36.69%
148363,919,1110,State-funded AP school,49,26,23,53.06%,46.94%,49,100.00%,0,0.00%,0,49,0,0.00%,100.00%,0,8,11,49,22.45%
148434,919,2095,State-funded primary,480,241,239,50.21%,49.79%,8,1.67%,125,26.04%,108,372,0,22.50%,77.50%,0,68,68,480,14.17%
148472,919,6018,Independent school,23,6,17,26.09%,73.91%,23,100.00%,0,0.00%,,,,,,,,NA,NA,0.00%
148491,919,3318,State-funded primary,429,212,217,49.42%,50.58%,6,1.40%,52,12.12%,96,333,0,22.40%,77.60%,0,34,33,399,8.27%
148492,919,3327,State-funded primary,215,125,90,58.14%,41.86%,9,4.19%,31,14.42%,46,169,0,21.40%,78.60%,0,16,18,198,9.09%
148493,919,3341,State-funded primary,209,100,109,47.85%,52.15%,10,4.78%,20,9.57%,8,201,0,3.80%,96.20%,0,14,15,191,7.85%
148494,919,3345,State-funded primary,234,111,123,47.44%,52.56%,7,2.99%,28,11.97%,40,194,0,17.10%,82.90%,0,19,20,205,9.76%
148495,919,3367,State-funded primary,122,61,61,50.00%,50.00%,6,4.92%,19,15.57%,8,114,0,6.60%,93.40%,0,16,16,108,14.81%
148496,919,3408,State-funded primary,202,102,100,50.50%,49.50%,5,2.48%,31,15.35%,39,163,0,19.30%,80.70%,0,11,11,202,5.45%
148498,919,3424,State-funded primary,193,108,85,55.96%,44.04%,8,4.15%,21,10.88%,41,152,0,21.20%,78.80%,0,16,17,193,8.81%
148499,919,5422,State-funded secondary,1121,556,565,49.60%,50.40%,11,0.98%,88,7.85%,281,834,6,25.10%,74.40%,0.005,89,99,949,10.43%
148710,919,2343,State-funded primary,197,93,104,47.21%,52.79%,13,6.60%,28,14.21%,6,191,0,3.00%,97.00%,0,56,56,187,29.95%
148875,919,2258,State-funded primary,238,116,122,48.74%,51.26%,2,0.84%,13,5.46%,50,188,0,21.00%,79.00%,0,2,2,213,0.94%
